지점,지점명,일시,강수량(mm)
108,서울,2020-06-14 03:00,.3
108,서울,2020-06-14 04:00,.8
108,서울,2020-06-14 05:00,0
108,서울,2020-06-19 07:00,0
108,서울,2020-06-19 08:00,.1
108,서울,2020-06-19 09:00,0
108,서울,2020-06-19 18:00,0
108,서울,2020-06-23 23:00,0
108,서울,2020-06-24 05:00,0
108,서울,2020-06-24 06:00,0
108,서울,2020-06-24 07:00,0
108,서울,2020-06-24 08:00,.1
108,서울,2020-06-24 09:00,.2
108,서울,2020-06-24 10:00,.2
108,서울,2020-06-24 11:00,6.6
108,서울,2020-06-24 12:00,7.8
108,서울,2020-06-24 13:00,6.2
108,서울,2020-06-24 14:00,1.5
108,서울,2020-06-24 15:00,.7
108,서울,2020-06-24 16:00,.3
108,서울,2020-06-24 17:00,1.9
108,서울,2020-06-24 18:00,3.3
108,서울,2020-06-24 19:00,1.5
108,서울,2020-06-24 20:00,1.2
108,서울,2020-06-24 21:00,1.7
108,서울,2020-06-24 22:00,1.6
108,서울,2020-06-24 23:00,1.7
108,서울,2020-06-25 00:00,1.1
108,서울,2020-06-25 01:00,2
108,서울,2020-06-25 02:00,3.1
108,서울,2020-06-25 03:00,2.7
108,서울,2020-06-25 04:00,2
108,서울,2020-06-25 05:00,.7
108,서울,2020-06-25 06:00,.3
108,서울,2020-06-25 07:00,.2
108,서울,2020-06-25 08:00,0
108,서울,2020-06-25 09:00,0
108,서울,2020-06-25 10:00,0
108,서울,2020-06-25 11:00,.5
108,서울,2020-06-25 12:00,0
108,서울,2020-06-25 13:00,0
108,서울,2020-06-25 14:00,0
108,서울,2020-06-25 21:00,.4
108,서울,2020-06-25 22:00,.3
108,서울,2020-06-25 23:00,.3
108,서울,2020-06-26 00:00,.8
108,서울,2020-06-26 01:00,.3
108,서울,2020-06-26 02:00,.6
108,서울,2020-06-26 03:00,.7
108,서울,2020-06-26 04:00,.3
108,서울,2020-06-26 05:00,.2
108,서울,2020-06-26 06:00,0
108,서울,2020-06-27 07:00,0
108,서울,2020-06-29 19:00,0
108,서울,2020-06-29 20:00,0
108,서울,2020-06-29 21:00,.5
108,서울,2020-06-29 22:00,.8
108,서울,2020-06-29 23:00,5
108,서울,2020-06-30 00:00,5.6
108,서울,2020-06-30 01:00,13.3
108,서울,2020-06-30 02:00,10.8
108,서울,2020-06-30 03:00,2.3
108,서울,2020-06-30 04:00,12.4
108,서울,2020-06-30 05:00,11
108,서울,2020-06-30 06:00,10.6
108,서울,2020-06-30 07:00,1.4
108,서울,2020-06-30 08:00,1.3
108,서울,2020-06-30 09:00,.8
108,서울,2020-06-30 10:00,.1
108,서울,2020-06-30 11:00,0
108,서울,2020-06-30 12:00,0
108,서울,2020-06-30 13:00,0
108,서울,2020-06-30 14:00,0
108,서울,2020-06-30 15:00,0
108,서울,2020-06-30 18:00,0
108,서울,2020-06-30 19:00,0
108,서울,2020-06-30 20:00,0
108,서울,2020-06-30 21:00,.5
108,서울,2020-06-30 22:00,.2
108,서울,2020-06-30 23:00,0
108,서울,2020-07-01 00:00,0
108,서울,2020-07-01 01:00,0
108,서울,2020-07-01 02:00,0
108,서울,2020-07-01 03:00,0
108,서울,2020-07-03 23:00,0
108,서울,2020-07-04 00:00,.1
108,서울,2020-07-04 01:00,.8
108,서울,2020-07-04 02:00,.6
108,서울,2020-07-04 03:00,.2
108,서울,2020-07-04 04:00,0
108,서울,2020-07-04 05:00,0
108,서울,2020-07-04 06:00,0
108,서울,2020-07-07 07:00,0
108,서울,2020-07-07 08:00,0
108,서울,2020-07-07 13:00,0
108,서울,2020-07-07 14:00,0
108,서울,2020-07-10 06:00,.1
108,서울,2020-07-10 07:00,0
108,서울,2020-07-10 08:00,0
108,서울,2020-07-10 09:00,1.9
108,서울,2020-07-10 10:00,0
108,서울,2020-07-10 11:00,.2
108,서울,2020-07-10 12:00,0
108,서울,2020-07-12 17:00,.1
108,서울,2020-07-12 18:00,.8
108,서울,2020-07-12 19:00,.8
108,서울,2020-07-12 20:00,.6
108,서울,2020-07-12 21:00,.5
108,서울,2020-07-12 22:00,.1
108,서울,2020-07-13 02:00,1.3
108,서울,2020-07-13 03:00,2.1
108,서울,2020-07-13 04:00,2.5
108,서울,2020-07-13 05:00,1.8
108,서울,2020-07-13 06:00,2.1
108,서울,2020-07-13 07:00,3.8
108,서울,2020-07-13 08:00,2.1
108,서울,2020-07-13 09:00,.8
108,서울,2020-07-13 10:00,.6
108,서울,2020-07-13 11:00,3.9
108,서울,2020-07-13 12:00,2.3
108,서울,2020-07-13 13:00,1.6
108,서울,2020-07-13 14:00,.6
108,서울,2020-07-13 15:00,.8
108,서울,2020-07-13 16:00,1.4
108,서울,2020-07-13 17:00,2.8
108,서울,2020-07-13 18:00,1.6
108,서울,2020-07-13 19:00,.7
108,서울,2020-07-13 20:00,1.5
108,서울,2020-07-13 21:00,1
108,서울,2020-07-13 22:00,1.4
108,서울,2020-07-13 23:00,5.6
108,서울,2020-07-14 00:00,5.3
108,서울,2020-07-14 01:00,5.3
108,서울,2020-07-14 02:00,3.7
108,서울,2020-07-14 03:00,.7
108,서울,2020-07-14 04:00,.3
108,서울,2020-07-14 05:00,1
108,서울,2020-07-14 06:00,.2
108,서울,2020-07-14 07:00,.1
108,서울,2020-07-14 08:00,.2
108,서울,2020-07-14 09:00,0
108,서울,2020-07-14 10:00,0
108,서울,2020-07-15 00:00,0
108,서울,2020-07-17 17:00,0
108,서울,2020-07-17 18:00,0
108,서울,2020-07-19 07:00,1.2
108,서울,2020-07-19 08:00,7.3
108,서울,2020-07-19 09:00,14.6
108,서울,2020-07-19 10:00,5.8
108,서울,2020-07-19 11:00,.1
108,서울,2020-07-20 00:00,.1
108,서울,2020-07-20 01:00,.1
108,서울,2020-07-20 02:00,.3
108,서울,2020-07-20 03:00,.3
108,서울,2020-07-20 04:00,1
108,서울,2020-07-20 05:00,.1
108,서울,2020-07-20 06:00,0
108,서울,2020-07-20 07:00,0
108,서울,2020-07-20 08:00,.1
108,서울,2020-07-20 09:00,.9
108,서울,2020-07-20 10:00,.7
108,서울,2020-07-20 11:00,.1
108,서울,2020-07-20 12:00,0
108,서울,2020-07-20 13:00,0
108,서울,2020-07-21 01:00,0
108,서울,2020-07-22 08:00,.3
108,서울,2020-07-22 09:00,6.2
108,서울,2020-07-22 10:00,2
108,서울,2020-07-22 11:00,.7
108,서울,2020-07-22 12:00,.6
108,서울,2020-07-22 13:00,0
108,서울,2020-07-22 14:00,0
108,서울,2020-07-22 15:00,0
108,서울,2020-07-22 16:00,.2
108,서울,2020-07-22 17:00,.3
108,서울,2020-07-22 18:00,1.2
108,서울,2020-07-22 19:00,0
108,서울,2020-07-22 20:00,0
108,서울,2020-07-22 23:00,0
108,서울,2020-07-23 00:00,0
108,서울,2020-07-23 01:00,0
108,서울,2020-07-23 02:00,0
108,서울,2020-07-23 03:00,.3
108,서울,2020-07-23 04:00,.2
108,서울,2020-07-23 05:00,.2
108,서울,2020-07-23 06:00,.1
108,서울,2020-07-23 07:00,.4
108,서울,2020-07-23 08:00,.6
108,서울,2020-07-23 09:00,.4
108,서울,2020-07-23 10:00,0
108,서울,2020-07-23 11:00,0
108,서울,2020-07-23 12:00,1.7
108,서울,2020-07-23 13:00,1.6
108,서울,2020-07-23 14:00,.7
108,서울,2020-07-23 15:00,5.2
108,서울,2020-07-23 16:00,8.7
108,서울,2020-07-23 17:00,10.7
108,서울,2020-07-23 18:00,17.3
108,서울,2020-07-23 19:00,16.6
108,서울,2020-07-23 20:00,9.8
108,서울,2020-07-23 21:00,15.1
108,서울,2020-07-23 22:00,10.4
108,서울,2020-07-23 23:00,2.6
108,서울,2020-07-24 00:00,.5
108,서울,2020-07-24 01:00,0
108,서울,2020-07-24 03:00,0
108,서울,2020-07-24 04:00,.3
108,서울,2020-07-24 05:00,0
108,서울,2020-07-24 06:00,0
108,서울,2020-07-24 08:00,0
108,서울,2020-07-24 09:00,0
108,서울,2020-07-24 10:00,2.3
108,서울,2020-07-24 11:00,0
108,서울,2020-07-24 12:00,.3
108,서울,2020-07-24 13:00,0
108,서울,2020-07-24 14:00,0
108,서울,2020-07-24 18:00,0
108,서울,2020-07-24 19:00,0
108,서울,2020-07-25 03:00,0
108,서울,2020-07-26 06:00,0
108,서울,2020-07-27 03:00,0
108,서울,2020-07-27 04:00,.3
108,서울,2020-07-27 05:00,.3
108,서울,2020-07-27 07:00,0
108,서울,2020-07-27 08:00,0
108,서울,2020-07-27 09:00,0
108,서울,2020-07-27 10:00,0
108,서울,2020-07-27 11:00,.6
108,서울,2020-07-27 12:00,.3
108,서울,2020-07-27 13:00,0
108,서울,2020-07-27 14:00,.6
108,서울,2020-07-27 15:00,0
108,서울,2020-07-27 16:00,.1
108,서울,2020-07-27 17:00,0
108,서울,2020-07-27 18:00,0
108,서울,2020-07-27 19:00,0
108,서울,2020-07-27 20:00,0
108,서울,2020-07-27 21:00,0
108,서울,2020-07-27 22:00,0
108,서울,2020-07-28 08:00,0
108,서울,2020-07-28 09:00,0
108,서울,2020-07-28 10:00,.1
108,서울,2020-07-28 11:00,0
108,서울,2020-07-28 12:00,0
108,서울,2020-07-28 13:00,0
108,서울,2020-07-28 14:00,0
108,서울,2020-07-28 15:00,0
108,서울,2020-07-28 16:00,0
108,서울,2020-07-28 17:00,.2
108,서울,2020-07-28 18:00,.1
108,서울,2020-07-28 19:00,0
108,서울,2020-07-28 20:00,0
108,서울,2020-07-29 01:00,0
108,서울,2020-07-29 02:00,2.5
108,서울,2020-07-29 03:00,3.4
108,서울,2020-07-29 04:00,1.9
108,서울,2020-07-29 05:00,.1
108,서울,2020-07-29 06:00,0
108,서울,2020-07-29 07:00,0
108,서울,2020-07-29 09:00,0
108,서울,2020-07-29 10:00,26.9
108,서울,2020-07-29 11:00,8
108,서울,2020-07-29 12:00,0
108,서울,2020-07-29 13:00,0
108,서울,2020-07-29 14:00,5.2
108,서울,2020-07-29 15:00,.8
108,서울,2020-07-29 16:00,0
108,서울,2020-07-29 17:00,.3
108,서울,2020-07-29 18:00,.1
108,서울,2020-07-29 19:00,0
108,서울,2020-07-29 20:00,0
108,서울,2020-07-29 22:00,0
108,서울,2020-07-29 23:00,.8
108,서울,2020-07-30 00:00,.1
108,서울,2020-07-30 01:00,0
108,서울,2020-07-30 02:00,0
108,서울,2020-07-30 03:00,0
108,서울,2020-07-30 04:00,0
108,서울,2020-07-30 05:00,.1
108,서울,2020-07-30 06:00,0
108,서울,2020-07-30 07:00,0
108,서울,2020-07-31 15:00,0
108,서울,2020-07-31 16:00,0
108,서울,2020-07-31 17:00,0
108,서울,2020-07-31 18:00,.3
108,서울,2020-07-31 23:00,.2
108,서울,2020-08-01 00:00,1
108,서울,2020-08-01 01:00,.2
108,서울,2020-08-01 02:00,0
108,서울,2020-08-01 03:00,0
108,서울,2020-08-01 04:00,0
108,서울,2020-08-01 05:00,0
108,서울,2020-08-01 06:00,1.4
108,서울,2020-08-01 07:00,.1
108,서울,2020-08-01 08:00,.1
108,서울,2020-08-01 09:00,0
108,서울,2020-08-01 10:00,.1
108,서울,2020-08-01 11:00,0
108,서울,2020-08-01 12:00,.5
108,서울,2020-08-01 13:00,19
108,서울,2020-08-01 14:00,11.6
108,서울,2020-08-01 15:00,.3
108,서울,2020-08-01 16:00,0
108,서울,2020-08-01 17:00,0
108,서울,2020-08-01 18:00,0
108,서울,2020-08-01 21:00,0
108,서울,2020-08-01 23:00,2.8
108,서울,2020-08-02 00:00,3
108,서울,2020-08-02 01:00,1.3
108,서울,2020-08-02 02:00,0
108,서울,2020-08-02 03:00,.1
108,서울,2020-08-02 04:00,.1
108,서울,2020-08-02 05:00,.2
108,서울,2020-08-02 06:00,.9
108,서울,2020-08-02 07:00,.2
108,서울,2020-08-02 08:00,.7
108,서울,2020-08-02 09:00,.7
108,서울,2020-08-02 10:00,.5
108,서울,2020-08-02 11:00,1.3
108,서울,2020-08-02 12:00,5.5
108,서울,2020-08-02 13:00,.5
108,서울,2020-08-02 14:00,2.9
108,서울,2020-08-02 15:00,0
108,서울,2020-08-02 16:00,12.2
108,서울,2020-08-02 17:00,3.2
108,서울,2020-08-02 18:00,.9
108,서울,2020-08-02 19:00,.1
108,서울,2020-08-02 20:00,.1
108,서울,2020-08-02 21:00,0
108,서울,2020-08-02 22:00,0
108,서울,2020-08-02 23:00,0
108,서울,2020-08-03 00:00,0
108,서울,2020-08-03 01:00,0
108,서울,2020-08-03 02:00,.9
108,서울,2020-08-03 03:00,8.9
108,서울,2020-08-03 04:00,1.7
108,서울,2020-08-03 05:00,8
108,서울,2020-08-03 06:00,19.8
108,서울,2020-08-03 07:00,.3
108,서울,2020-08-03 08:00,1.7
108,서울,2020-08-03 09:00,15.3
108,서울,2020-08-03 10:00,16.3
108,서울,2020-08-03 11:00,.8
108,서울,2020-08-03 12:00,.2
108,서울,2020-08-03 13:00,.2
108,서울,2020-08-03 14:00,.5
108,서울,2020-08-03 15:00,0
108,서울,2020-08-03 16:00,0
108,서울,2020-08-03 17:00,0
108,서울,2020-08-03 19:00,6.2
108,서울,2020-08-03 20:00,21.6
108,서울,2020-08-03 21:00,0
108,서울,2020-08-03 22:00,0
108,서울,2020-08-04 00:00,.2
108,서울,2020-08-04 01:00,0
108,서울,2020-08-04 04:00,0
108,서울,2020-08-04 05:00,0
108,서울,2020-08-04 06:00,0
108,서울,2020-08-04 07:00,0
108,서울,2020-08-04 08:00,1.8
108,서울,2020-08-04 09:00,0
108,서울,2020-08-04 10:00,.2
108,서울,2020-08-04 11:00,0
108,서울,2020-08-04 12:00,0
108,서울,2020-08-04 16:00,0
108,서울,2020-08-04 17:00,.5
108,서울,2020-08-04 18:00,0
108,서울,2020-08-04 22:00,.2
108,서울,2020-08-04 23:00,1.2
108,서울,2020-08-05 00:00,0
108,서울,2020-08-05 06:00,0
108,서울,2020-08-05 07:00,0
108,서울,2020-08-05 08:00,1.7
108,서울,2020-08-05 09:00,.3
108,서울,2020-08-05 10:00,.2
108,서울,2020-08-05 11:00,.8
108,서울,2020-08-05 12:00,.2
108,서울,2020-08-05 13:00,.3
108,서울,2020-08-05 14:00,0
108,서울,2020-08-05 15:00,0
108,서울,2020-08-05 17:00,0
108,서울,2020-08-05 18:00,2
108,서울,2020-08-05 19:00,.3
108,서울,2020-08-05 20:00,.3
108,서울,2020-08-05 21:00,.7
108,서울,2020-08-05 23:00,0
108,서울,2020-08-06 00:00,11.7
108,서울,2020-08-06 01:00,6.1
108,서울,2020-08-06 02:00,6.3
108,서울,2020-08-06 03:00,6
108,서울,2020-08-06 04:00,5
108,서울,2020-08-06 05:00,17.9
108,서울,2020-08-06 06:00,15.7
108,서울,2020-08-06 07:00,15.5
108,서울,2020-08-06 08:00,2
108,서울,2020-08-06 09:00,.7
108,서울,2020-08-06 10:00,0
108,서울,2020-08-06 11:00,.5
108,서울,2020-08-06 12:00,0
108,서울,2020-08-06 14:00,0
108,서울,2020-08-06 15:00,0
108,서울,2020-08-07 06:00,0
108,서울,2020-08-07 07:00,0
108,서울,2020-08-07 09:00,0
108,서울,2020-08-07 10:00,0
108,서울,2020-08-08 12:00,1.7
108,서울,2020-08-08 13:00,.8
108,서울,2020-08-08 14:00,0
108,서울,2020-08-08 15:00,0
108,서울,2020-08-08 16:00,0
108,서울,2020-08-08 17:00,0
108,서울,2020-08-08 19:00,0
108,서울,2020-08-08 20:00,.5
108,서울,2020-08-08 21:00,4.6
108,서울,2020-08-08 22:00,4.8
108,서울,2020-08-08 23:00,4.7
108,서울,2020-08-09 00:00,2
108,서울,2020-08-09 01:00,0
108,서울,2020-08-09 02:00,0
108,서울,2020-08-09 03:00,1.3
108,서울,2020-08-09 04:00,.2
108,서울,2020-08-09 05:00,.4
108,서울,2020-08-09 06:00,1.2
108,서울,2020-08-09 07:00,.7
108,서울,2020-08-09 08:00,1.8
108,서울,2020-08-09 09:00,6.4
108,서울,2020-08-09 10:00,1.3
108,서울,2020-08-09 11:00,2
108,서울,2020-08-09 12:00,7.2
108,서울,2020-08-09 13:00,8
108,서울,2020-08-09 14:00,7.8
108,서울,2020-08-09 15:00,8.9
108,서울,2020-08-09 16:00,.1
108,서울,2020-08-09 17:00,1.8
108,서울,2020-08-09 18:00,.1
108,서울,2020-08-09 19:00,1.1
108,서울,2020-08-09 20:00,0
108,서울,2020-08-09 21:00,0
108,서울,2020-08-09 22:00,0
108,서울,2020-08-10 03:00,0
108,서울,2020-08-10 04:00,.9
108,서울,2020-08-10 05:00,.1
108,서울,2020-08-10 06:00,0
108,서울,2020-08-10 07:00,.1
108,서울,2020-08-10 08:00,.7
108,서울,2020-08-10 09:00,1.5
